,Monomer,Singlet HOMO,Singlet LUMO,Singlet Gap,Triplet Energy,E_TS,Relative HOMO,Relative LUMO
659,90,-7.0653817054624,-0.0292794503138,7.0361022551486,-40842.94587111914,3.099954182791407,1.0094063284297494,-0.99694351407685
367,91,-7.25392939247385,0.019701042776200002,7.27363043525005,-19047.663122014987,3.2056633387437614,0.8208586414182992,-0.94796302098685
318,92,-7.177274920788,-0.11866885020305001,7.0586060705849505,-35200.30169349706,2.872845514131768,0.8975131131041492,-1.0863329139661
387,93,-7.922649180077601,-2.0985964378261,5.824052742251501,-16526.218044621044,1.7860208904385217,0.15213885381454872,-3.06626050158915
931,94,-7.3163795211636,1.5489264598161,8.8653059809797,-17079.66394081636,3.985174280576757,0.7584085127285496,0.5812623960530501
1092,95,-6.322211568361849,-0.43834820177045,5.8838633665914,-27541.324328039675,2.0044915770231455,1.7525764655303,-1.4060122655335001
588,96,-6.007239786408101,-0.32302635192855,5.684213434479551,-42581.52459500588,2.424540394458745,2.0675482474840488,-1.2906904156916
115,97,-8.8460947431344,0.5148938279161,9.3609885710505,-4166.545514726327,4.262802246146748,-0.7713067092422499,-0.45277023584695
100,98,-6.69272178720265,-0.40776260497425,6.2849591822284,-32089.034308804064,2.272705491821398,1.382066246689499,-1.3754266687373
1009,99,-7.6936381634968,1.0506315767805,8.7442697402773,-17172.21031933902,3.811729728611681,0.3811498703953493,0.08296751301744987
175,100,-7.666317932906599,0.1894456627181,7.855763595624699,-8411.250681759373,3.4796520536747266,0.40847010098555003,-0.77821840104495
1037,101,-7.82727327547735,-1.54519850006425,6.2820747754131006,-44931.39520763186,3.1797349705011584,0.2475147584147992,-2.5128625638273
265,102,-7.097409505666249,-1.4838640381615502,5.613545467504699,-23822.892725115427,1.8402904604445212,0.9773785282259002,-2.4515281019246
627,103,-7.836035341463449,-1.4217404460924001,6.414294895371049,-23735.26687250582,2.594677674685954,0.2387526924287,-2.38940450985545
302,104,-6.03458722838335,-1.65447942242505,4.3801078059583,-33333.90361280438,0.9227856869692914,2.0402008055087997,-2.6221434861881
381,105,-8.439284536636901,-3.0643829160207003,5.374901620616201,-15496.672752976294,1.5508625498641777,-0.36449650274475154,-4.03204697978375
33,106,-7.28680074561425,0.21135082768335,7.4981515732976,-15759.604001044736,3.6759525363995635,0.7879872882778995,-0.7563132360797
1103,107,-7.416381361222349,1.0690264730743,8.48540783429665,-21228.497399840533,3.7392454016880947,0.6584066726698001,0.10136240931124996
698,108,-7.1853294907628005,-1.22181840013005,5.963511090632751,-13342.929317574568,1.7699873981418932,0.8894585431293489,-2.1894824638931
1201,109,-6.41766910711725,1.23058046611615,7.6482495732334,-24420.934214397766,3.6893933279352495,1.6571189267748991,0.2629164023530999
90,110,-6.915338128296701,-1.1770556717228,5.7382824565739,-26275.976450765935,2.0940932257144595,1.1594499055954488,-2.1447197354858503
217,111,-6.989026559012101,-0.21140525045345,6.7776213085586505,-12652.220547680996,2.6869517535069463,1.0857614748800488,-1.1790693142165
292,112,-7.3478903050515,-1.9764173189516,5.3714729860999,-18507.659733845434,1.8168415936015663,0.7268977288406493,-2.94408138271465
255,113,-6.7673081936247,0.75753774840695,7.52484594203165,-27377.876864783357,3.500527267711732,1.3074798402674492,-0.21012631535610005
921,114,-7.0377893610217,1.12298664962845,8.16077601065015,-26217.04167873241,4.2041179010375345,1.0369986728704497,0.15532258586539993
412,115,-8.96590647150955,-3.5351398773857,5.43076659412385,-21600.04692025372,1.6265020368882688,-0.8911184376174006,-4.50280394114875
1021,116,-7.80659262283935,-0.97294307246275,6.8336495503766,-34130.01009238218,2.6391579489136348,0.2681954110527993,-1.9406071362258
713,117,-7.5972554376497,-0.06457261672365,7.53268282092605,-28375.472635215625,3.211187522021646,0.47753259624244926,-1.0322366804867
1118,118,-6.305367721015901,-0.74034015305535,5.56502756796055,-38394.64330473568,2.1870029624915333,1.7694203128762487,-1.7080042168184
567,119,-6.231488810605151,-0.6205012132951501,5.61098759731,-40564.734964214105,2.2268483215011656,1.8432992232869987,-1.5881652770582
543,120,-6.7116336998124,1.04429132406385,7.75592502387625,-32180.22438373095,3.78154631608777,1.3631543340797494,0.07662726030080003
245,121,-7.3993470341810506,-0.18256118230045,7.2167858518806005,-22759.15835159395,3.1037297624643543,0.6754409997110988,-1.1502252460635
339,122,-7.1186615973903,0.24090239184765,7.35956398923795,-22448.862444248884,3.0062234785291366,0.9561264365018491,-0.7267616719154
781,123,-7.1166479548965995,1.65241135716125,8.76905931205785,-14700.861486177419,4.032692161723389,0.9581400789955499,0.6847472933982
618,124,-6.9566450108026,-0.34797919201940003,6.6086658187832,-23010.144397826887,3.252954276940727,1.1181430230895497,-1.31564325578245
383,125,-6.58044761248635,0.22082038968075002,6.8012680021671,-38491.813357178624,3.155412618201808,1.4943404214057994,-0.7468436740823
257,126,-6.5898899630987,-0.8617301417634,5.7281598213353,-32147.97932891731,1.9038268676231382,1.4848980707934496,-1.82939420552645
589,127,-8.17356536162365,-1.42530513753395,6.7482602240897,-29382.226734163418,2.8245028559103957,-0.09877732773150072,-2.3929692012970003
1157,128,-7.407020644765149,-1.8939668222501,5.513053822515049,-40138.8643087683,2.176621002749016,0.6677673891270004,-2.86163088601315
351,129,-6.9852713878751995,0.10364816565545,7.0889195535306495,-38491.40342881951,3.4088678940897807,1.0895166460169499,-0.8640158981076
138,130,-7.106525319658,0.1558668135664,7.2623921332244,-23517.207551860723,2.9248519132415822,0.9682627142341493,-0.81179725019665
161,131,-7.095096537937001,0.06582434043595001,7.16092087837295,-28069.863710438738,3.228670292690367,0.9796914959551488,-0.9018397233271
805,132,-7.531295040288501,-1.7511342621226498,5.78016077816585,-9388.375005307844,1.5052842962450086,0.5434929936036488,-2.7187983258857
539,133,-8.2107089022169,0.33712184938445,8.547830751601351,-24290.173682112923,3.7395022771561344,-0.13592086832475125,-0.6305422143786
541,134,-7.7916535724469,-1.1502524574485502,6.64140111499835,-20082.96898332912,2.5824905116642185,0.28313446144524956,-2.1179165212116002
570,135,-8.1862186556719,-1.39972643558695,6.786492220084949,-21226.642004340254,2.3271040437794,-0.11143062177974983,-2.36739049935
254,136,-7.160131748206499,0.63225653163675,7.792388279843249,-27970.744261037962,3.7291589575870603,0.9146562856856502,-0.33540753212630003
844,137,-8.2451585156902,-2.86255607310485,5.38260244258535,-16505.7524103612,1.6624760321501526,-0.17037048179805048,-3.8302201368679
1170,138,-7.048973240277251,-1.21066173225955,5.838311508017701,-14658.981482921872,2.027536354795302,1.0258147936148987,-2.1783257960226
653,139,-6.6993341537698,-0.3209854980498,6.37834865572,-23517.190661754023,2.3894918584010156,1.3754538801223495,-1.28864956181285
592,140,-7.8312189263096,0.84717205076165,8.67839097707125,-30108.633271380986,3.7600231989708846,0.24356910758254902,-0.1204920130014
1014,141,-6.2152436137303,2.1426788816071003,8.357922495337402,-9283.344579932756,3.8760588034401735,1.859544420161849,1.1750148178440503
1055,142,-7.5762754597761495,-0.82877715446785,6.7474983053083,-20391.592677864235,2.7514081776171224,0.4985125741159999,-1.7964412182309002
502,143,-6.54344012881835,0.09709022185840001,6.64053035067675,-39396.811216439346,3.096691537713923,1.5313479050737993,-0.87057384190465
165,144,-6.5713317984946,-0.26359668697935,6.30773511151525,-35231.47922717144,2.386500238724693,1.5034562353975494,-1.2312607507424
710,145,-7.252922571227,-0.1915137279819,7.0614088432451,-41884.09037428751,2.875214537314605,0.8218654626651496,-1.15917779174495
1160,146,-7.1545262028862,-0.1773093849858,6.9772168179004,-19243.150834411706,2.8107442354012164,0.9202618310059494,-1.14497344874885
347,147,-6.896943232002901,0.24863042520185,7.145573657204751,-27606.024357447888,2.816949791762454,1.1778448018892487,-0.7190336385612001
434,148,-6.8294045743088,0.31521668441920003,7.144621258728,-17264.29037853299,3.7938515765199554,1.2453834595833495,-0.65244737934385
279,149,-7.0224965626236004,-0.29897148754435,6.723525075079251,-30043.32578181577,2.722799215829582,1.052291471268549,-1.2666355513074001
630,150,-7.2318337478132495,-0.71628528867115,6.515548459142099,-35202.186038373555,2.6752231023201603,0.8429542860788999,-1.6839493524342002
854,151,-7.21645931526,0.55873136923165,7.775190684491649,-21412.720806467823,3.277042883437389,0.8583287186321495,-0.4089326945314
1108,152,-7.105817823646699,1.1174627384633,8.223280562109998,-7777.480478733278,3.705135386298025,0.96897021024545,0.14979867470025
733,153,-7.08146363402695,-1.84610199594715,5.2353616380798,-33558.70590269186,1.660625113734568,0.993324399865199,-2.8137660597102
538,154,-6.3763894359964,1.08646897089135,7.462858406887751,-21756.409320354003,3.4683225935114024,1.698398597895749,0.11880490712829994
814,155,-7.39847626985945,-0.9848344477296,6.41364182212985,-13311.87712525412,3.0092820382051286,0.6763117640326994,-1.95249851149265
662,156,-7.514233501862151,1.0345768596009999,8.54881036146315,-22296.191550440584,4.307060203362198,0.5605545320299985,0.06691279583794985
395,157,-8.68786053906865,-1.2606490465964,7.427211492472249,-11791.484328695818,3.388487655138306,-0.6130725051765005,-2.22831311035945
350,158,-7.360380330789449,-0.2215550970771,7.13882523371235,-28550.890747306294,2.824316730035207,0.7144077031027001,-1.1892191608401501
725,159,-7.3423391825013,0.5034922575801499,7.84583144008145,-38802.953237059795,3.638258781604236,0.7324488513908491,-0.4641718061829001
144,160,-7.915819122430051,-2.68775013554365,5.2280689868864005,-29445.294007542117,1.4688531497158692,0.15896891146209846,-3.6554141993067
282,161,-7.9382685150963,-0.9621945753680001,6.9760739397283,-20594.574822582144,2.9880813759991725,0.13651951879584967,-1.9298586391310502
124,162,-7.9051250481054,-0.24395006697325003,7.66117498113215,-10858.851127740656,3.1495602656195842,0.16966298578674976,-1.2116141307363
152,163,-7.2024454519592505,0.3522785908573,7.5547240428165505,-19276.24873811525,3.1738020722186775,0.8723425819328989,-0.61538547290575
734,164,-7.6067794224172,0.61386163534295,8.220641057760151,-10547.41023334115,3.994533092241909,0.4680086114749491,-0.3538024284201
58,165,-9.04971753746355,-0.6426784921109,8.40703904535265,-22669.143739112198,3.815434558684501,-0.974929503571401,-1.6103425558739501
580,166,-7.8055858015925,-0.18144551551340002,7.6241402860791,-20655.74239542765,3.1836471513270226,0.2692022322996497,-1.14910957927645
790,167,-6.50371150664535,1.75396424616785,8.2576757528132,-21260.817595356504,3.538601709791692,1.5710765272467997,0.7863001824047999
327,168,-6.58322317376145,0.5041181194363,7.08734129319775,-31515.106853157922,3.1694675706930866,1.4915648601306994,-0.46354594432675
42,169,-7.6761684542947,0.0458783951943,7.722046849489,-17105.35430876362,3.2475930898544902,0.3986195795974492,-0.92178566856875
473,170,-6.387791006332351,-0.36582986061219996,6.021961145720151,-32089.140130887277,2.232934419876983,1.6869970275597987,-1.33349392437525
1219,171,-7.622970196521951,-0.5628130769891501,7.060157119532801,-41852.155025308595,2.8698699491724255,0.4518178373701982,-1.5304771407522
1188,172,-7.424408719812099,-0.97533767434715,6.449071045464949,-30002.531955825067,2.379079966136487,0.65037931408005,-1.9430017381102
23,173,-7.556166246224199,-1.39466511796765,6.16150112825655,-22187.623878754795,2.303453540582268,0.51862178766795,-2.3623291817306997
458,174,-7.512328704908651,0.38833367604855,7.9006623809572005,-14948.99094352188,3.430447066657507,0.5624593289834987,-0.5793303877145
1137,175,-7.0563747370108505,-0.92559526247575,6.1307794745351005,-25406.24707093021,2.2016530279688595,1.018413296881299,-1.8932593262388
103,176,-5.876434658472751,-1.6612006345324,4.215234023940351,-23011.459063377606,1.0126028498343658,2.1983533754193987,-2.62886469829545
259,177,-7.748169779137,1.0325632171073,8.7807329962443,-13752.130188469053,4.251616462093807,0.3266182547551493,0.06489915334425
681,178,-7.0426329875606,-1.9575870404970002,5.0850459470636,-35587.1444221118,1.5320159445836907,1.0321550463315496,-2.92525110426005
771,179,-7.8527975546542494,-0.9588203636218001,6.893977191032449,-20220.147073970747,2.7167234577755153,0.22199047923789994,-1.92648442738485
57,180,-7.862920189892851,2.1809925117575,10.04391270165035,-6143.399606068389,4.709432232956715,0.2118678439992987,1.2133284479944502
1124,181,-6.98796531499515,0.9249966120046501,7.9129619269998,-19183.826178469528,3.3737483363147476,1.0868227188969994,-0.04266745175839992
1113,182,-8.45857740863735,1.1703072482304,9.62888465686775,-6306.905126719514,4.5034455856084605,-0.38378937474520036,0.20264318446734997
1220,183,-7.19215954841035,-0.49048521552625,6.7016743328841,-21691.84023974984,2.5361761900858255,0.8826284854817992,-1.4581492792893
1129,184,-7.358638802146251,-0.1636492696907,7.19498953245555,-33655.91261240795,2.859223222665605,0.7161492317458986,-1.13131333345375
297,185,-7.18557439322825,-0.16100976534085001,7.0245646278874,-34687.95296193517,3.3192365849899943,0.8892136406638995,-1.1286738291039
227,186,-7.686944162774501,0.44319182830935,8.13013599108385,-10547.531413802193,3.8421770915738307,0.3878438711176484,-0.5244722354537
178,187,-8.33160908599405,-3.4608527961992,4.8707562897948495,-23703.560364200217,1.2675155674987764,-0.2568210521019001,-4.42851685996225
121,188,-8.670145927401101,-0.951854249049,7.718291678352101,-22232.38557993226,3.334354142061784,-0.5953578935089521,-1.91951831281205
675,189,-6.50817417379355,1.2654382503652,7.77361242415875,-34021.01327021488,2.9394755836910917,1.5666138600985997,0.29777418660214994
162,190,-9.81827589681575,-2.8703657406142,6.947910156201551,-31442.527074134505,3.387423145759385,-1.743487862923601,-3.83802980437725
791,191,-7.0701436978461505,0.7077137023804,7.777857400226551,-37735.1001374126,3.9839372510105022,1.004644336045999,-0.25995036138265004
965,192,-7.9111659755865,-0.307488651065,7.6036773245215,-24835.542435128973,3.552228355081752,0.16362205830564935,-1.27515271482805
1198,193,-6.244114893268351,-0.53870378983485,5.705411103433501,-40498.087906871246,2.382672685307625,1.8306731406237988,-1.5063678535979
709,194,-7.76757149667765,0.06680395029775,7.8343754469754,-8788.129642004287,3.315042494205045,0.30721653721449904,-0.9008601134653
411,195,-7.47891312406725,-0.60896358603395,6.8699495380333,-19175.14479124685,2.784812329675333,0.5958749098248992,-1.576627649797
705,196,-6.5324195178731,1.46062551532885,7.99304503320195,-19652.61892110738,3.4931739351341093,1.5423685160190495,0.49296145156580007
772,197,-8.305812692966649,0.41897369561485,8.7247863885815,-24895.89265524791,3.8179412714744103,-0.23102465907449954,-0.5486903681482
829,198,-7.2116156887211,0.1403563240879,7.351972012809,-23425.21393779478,3.0175706260924926,0.8631723451710496,-0.82730773967515
884,199,-8.300452050111799,-0.8452944651932001,7.455157584918599,-11355.560910589611,3.3764240318050724,-0.2256640162196497,-1.81295852895625
46,200,-5.8685161454232,-1.18301496504875,4.68550118037445,-46843.300123212655,1.4841625470508006,2.206271888468949,-2.1506790288118003
2,201,-7.234772577398651,1.4031278587182,8.637900436116851,-14669.777227144486,4.195324541953596,0.8400154564934983,0.43546379495514986
950,202,-7.8310556579993,-1.161381913934,6.6696737440653,-20084.124573843972,2.434534047733905,0.2437323758928498,-2.12904597769705
140,203,-5.71779228363125,-1.388869092952,4.32892319067925,-21940.57026678439,0.5609210693874047,2.356995750260899,-2.35653315671505
313,204,-7.000428129348051,-0.1921668012231,6.808261328124951,-15726.784083952813,3.151477035580683,1.0743599045440986,-1.15983086498615
177,205,-7.28859669702755,0.5603096295645501,7.8489063265921,-18207.685130428537,3.3532902728038607,0.786191336864599,-0.4073544341984999
48,206,-7.508954493162451,0.02185074219515,7.530805235357601,-33096.35046843406,3.4361924784898292,0.5658335407296988,-0.9458133215679
720,207,-8.22787928618345,-1.4961907955892,6.73168849059425,-22698.308056423168,2.909473126866942,-0.1530912522913006,-2.4638548593522502
787,208,-7.9613165582336505,-0.3633264131876,7.59799014504605,-31484.507033242873,3.3318006256849912,0.11347147565849891,-1.33099047695065
